Driver,Duration,Activity,Week,Day,DayType,Sequence,BreakType,Token,Legal,Infraction
driver26,226,Break,1.0,1,ndd,unique,uninterrupted,DR_T3,1,no
driver26,1,Driving,1.0,2,ndd,unique,uninterrupted,A,1,no
driver26,5,Other,1.0,2,ndd,unique,uninterrupted,A,1,no
driver26,9,Break,1.0,2,ndd,unique,uninterrupted,B_T0,1,no
driver26,239,Driving,1.0,2,ndd,unique,uninterrupted,A,1,no
driver26,3,Break,1.0,2,ndd,unique,uninterrupted,B_T0,1,no
driver26,4,Driving,1.0,2,ndd,unique,uninterrupted,A,1,no
driver26,596,Break,1.0,2,ndd,unique,uninterrupted,DR_T4,1,no
driver26,3,Driving,1.0,3,ndd,first,uninterrupted,A,1,no
driver26,2,Other,1.0,3,ndd,first,uninterrupted,A,1,no
driver26,1,Driving,1.0,3,ndd,first,uninterrupted,A,1,no
driver26,143,Break,1.0,3,ndd,first,uninterrupted,B_T1,1,no
driver26,1,Other,1.0,3,ndd,second,split_1,A,1,no
driver26,81,Driving,1.0,3,ndd,second,split_1,A,1,no
driver26,35,Break,1.0,3,ndd,second,split_1,B_T2,1,no
driver26,159,Driving,1.0,3,ndd,second,split_2,A,1,no
driver26,222,Break,1.0,3,ndd,second,split_2,DR_T3,1,no
driver26,4,Driving,1.0,4,none,none,split_1,A,0,unidentified
driver26,5,Break,1.0,4,none,none,split_1,B_T0,0,unidentified
driver26,4,Driving,1.0,4,none,none,split_1,A,0,unidentified
driver26,4,Break,1.0,4,none,none,split_1,B_T0,0,unidentified
driver26,4,Driving,1.0,4,none,none,split_1,A,0,unidentified
driver26,1,Other,1.0,4,none,none,split_1,A,0,unidentified
driver26,19,Break,1.0,4,none,none,split_1,B_T2,0,unidentified
driver26,88,Driving,1.0,4,none,none,split_2,A,0,unidentified
driver26,34,Break,1.0,4,none,none,split_2,B_T3,0,unidentified
driver26,13,Driving,1.0,4,none,none,uninterrupted,A,0,unidentified
driver26,3,Break,1.0,4,none,none,uninterrupted,B_T0,0,unidentified
driver26,1,Driving,1.0,4,none,none,uninterrupted,A,0,unidentified
driver26,3,Break,1.0,4,none,none,uninterrupted,B_T0,0,unidentified
driver26,8,Driving,1.0,4,none,none,uninterrupted,A,0,unidentified
driver26,14,Break,1.0,4,none,none,uninterrupted,B_T0,0,unidentified
driver26,4,Driving,1.0,4,none,none,uninterrupted,A,0,unidentified
driver26,1,Other,1.0,4,none,none,uninterrupted,A,0,unidentified
driver26,2,Break,1.0,4,none,none,uninterrupted,B_T0,0,unidentified
driver26,5,Other,1.0,4,none,none,uninterrupted,A,0,unidentified
driver26,1,Driving,1.0,4,none,none,uninterrupted,A,0,unidentified
driver26,3,Other,1.0,4,none,none,uninterrupted,A,0,unidentified
driver26,2,Driving,1.0,4,none,none,uninterrupted,A,0,unidentified
driver26,5,Other,1.0,4,none,none,uninterrupted,A,0,unidentified
driver26,3,Driving,1.0,4,none,none,uninterrupted,A,0,unidentified
driver26,2,Other,1.0,4,none,none,uninterrupted,A,0,unidentified
driver26,80,Driving,1.0,4,none,none,uninterrupted,A,0,unidentified
driver26,105,Break,1.0,4,none,none,uninterrupted,B_T1,0,unidentified
driver26,2,Other,1.0,4,none,none,split_1,A,0,unidentified
driver26,1,Driving,1.0,4,none,none,split_1,A,0,unidentified
driver26,11,Break,1.0,4,none,none,split_1,B_T0,0,unidentified
driver26,4,Driving,1.0,4,none,none,split_1,A,0,unidentified
driver26,6,Other,1.0,4,none,none,split_1,A,0,unidentified
driver26,4,Driving,1.0,4,none,none,split_1,A,0,unidentified
driver26,25,Break,1.0,4,none,none,split_1,B_T2,0,unidentified
driver26,2,Break,1.0,4,none,none,split_2,B_T0,0,unidentified
driver26,5,Driving,1.0,4,none,none,split_2,A,0,unidentified
driver26,1,Other,1.0,4,none,none,split_2,A,0,unidentified
driver26,10,Break,1.0,4,none,none,split_2,B_T0,0,unidentified
driver26,15,Driving,1.0,4,none,none,split_2,A,0,unidentified
driver26,6,Break,1.0,4,none,none,split_2,B_T0,0,unidentified
driver26,2,Driving,1.0,4,none,none,split_2,A,0,unidentified
driver26,4,Break,1.0,4,none,none,split_2,B_T0,0,unidentified
driver26,1,Driving,1.0,4,none,none,split_2,A,0,unidentified
driver26,5,Break,1.0,4,none,none,split_2,B_T0,0,unidentified
driver26,3,Driving,1.0,4,none,none,split_2,A,0,unidentified
driver26,4,Break,1.0,4,none,none,split_2,B_T0,0,unidentified
driver26,71,Driving,1.0,4,none,none,split_2,A,0,unidentified
driver26,12,Break,1.0,4,none,none,split_2,B_T0,0,unidentified
driver26,1,Driving,1.0,4,none,none,split_2,A,0,unidentified
driver26,33,Break,1.0,4,none,none,split_2,B_T3,0,unidentified
driver26,1,Driving,1.0,4,none,none,none,A,0,unidentified
driver26,38,Break,1.0,4,none,none,none,none,0,unidentified
driver26,1,Driving,1.0,4,none,none,none,A,0,unidentified
driver26,2,Break,1.0,4,none,none,none,B_T0,0,unidentified
driver26,2,Driving,1.0,4,none,none,none,A,0,unidentified
driver26,3,Break,1.0,4,none,none,none,B_T0,0,unidentified
driver26,1,Driving,1.0,4,none,none,none,A,0,unidentified
driver26,16,Break,1.0,4,none,none,none,none,0,unidentified
driver26,82,Driving,1.0,4,none,none,none,A,0,unidentified
driver26,19,Break,1.0,4,none,none,none,none,0,unidentified
driver26,4,Driving,1.0,4,ndd,first,split_1,A,1,no
driver26,19,Break,1.0,4,ndd,first,split_1,B_T2,1,no
driver26,2,Driving,1.0,4,ndd,first,split_2,A,1,no
driver26,7,Break,1.0,4,ndd,first,split_2,B_T0,1,no
driver26,16,Driving,1.0,4,ndd,first,split_2,A,1,no
driver26,70,Break,1.0,4,ndd,first,split_2,B_T3,1,no
driver26,2,Driving,1.0,4,ndd,second,split_1,A,1,no
driver26,12,Break,1.0,4,ndd,second,split_1,B_T0,1,no
driver26,18,Driving,1.0,4,ndd,second,split_1,A,1,no
driver26,22,Break,1.0,4,ndd,second,split_1,B_T2,1,no
driver26,82,Driving,1.0,4,ndd,second,split_2,A,1,no
driver26,4,Break,1.0,4,ndd,second,split_2,B_T0,1,no
driver26,1,Driving,1.0,4,ndd,second,split_2,A,1,no
